Code,Description,Level
D06.04.000.004,Expansionsgefäss,5
D06.04.000.005,Sensor,5
D06.04.000.006,Anschlussstelle,5
D06.04.000.007,Dämmung,5
D06.04.000.008,Beschichtung,5
D06.04.000.009,Druckprüfung,5
D06.04.000.010,Funktionsprüfung,5
D06.04.001,Leitung zu Kälteverteilung,4
D06.04.001.001,Leitung,5
D06.04.001.002,Pumpe,5
D06.04.001.003,Ventil,5
D06.04.001.004,Expansionsgefäss,5
D06.04.001.005,Sensor,5
D06.04.001.006,Anschlussstelle,5
D06.04.001.007,Dämmung,5
D06.04.001.008,Beschichtung,5
D06.04.001.009,Druckprüfung,5
D06.04.001.010,Funktionsprüfung,5
D06.05,Kälteabgabe,3
D06.05.000,Kälteabgabe,4
D06.05.000.000,Kälteabgabe,5
D06.05.000.001,Bauteil,5
D06.05.000.002,Boden,5
D06.05.000.003,Wand,5
D06.05.000.004,Decke,5
D06.05.000.005,Armatur,5
D06.05.000.006,Befestigung,5
D06.05.000.007,Unterverteilung,5
D06.05.001,Kälteabgebendes Bauteil,4
D06.05.001.001,Bauteil,5
D06.05.001.002,Boden,5
D06.05.001.003,Wand,5
D06.05.001.004,Decke,5
D06.05.001.005,Armatur,5
D06.05.001.006,Befestigung,5
D06.05.001.007,Unterverteilung,5
D06.06,Kältebezug: Investitionsanteil,3
D06.06.000,Kältebezug: Investitionsanteil,4
D06.06.000.000,Kältebezug: Investitionsanteil,5
D07,Lufttechnische Anlage,2
D07.01,"Aussenluftversorgung, Fortluftführung",3
D07.01.000,"Aussenluftversorgung, Fortluftführung",4
D07.01.000.000,"Aussenluftversorgung, Fortluftführung",5
D07.01.000.001,Luftführung,5
D07.01.000.002,Schalldämpfer,5
D07.01.001,Leitung Aussenluftversorgung,4
D07.01.001.001,Luftführung,5
D07.01.001.002,Schalldämpfer,5
D07.01.002,Leitung Fortluftführung,4
D07.01.002.001,Luftführung,5
D07.01.002.002,Schalldämpfer,5
D07.02,Luftaufbereitung,3
D07.02.000,Luftaufbereitung,4
D07.02.000.000,Luftaufbereitung,5
D07.02.001,Luftfilter,4
D07.02.002,Luftbefeuchter,4
D07.02.003,Luftentfeuchter,4
D07.02.004,Wärmetauscher,4
D07.02.005,Monoblock,4
D07.03,Luftwärmespeicherung,3
D07.03.000,Luftwärmespeicherung,4
D07.03.000.000,Luftwärmespeicherung,5
D07.03.001,Luftwärmespeicherung,4
D07.04,Luftverteilung,3
D07.04.000,Luftverteilung,4
D07.04.000.000,Luftverteilung,5
D07.04.000.001,Leitung,5
D07.04.000.002,Klappe,5
D07.04.000.003,Schalldämpfer,5
D07.04.000.004,Dämmung,5
D07.04.000.005,Beschichtung,5
D07.04.000.006,Funktionsprüfung,5
D07.04.001,Leitung zu Luftverteilung,4
D07.04.001.001,Leitung,5
D07.04.001.002,Klappe,5
D07.04.001.003,Schalldämpfer,5
D07.04.001.004,Dämmung,5
D07.04.001.005,Beschichtung,5
D07.04.001.006,Funktionsprüfung,5
D07.05,Luftabgabe,3
D07.05.000,Luftabgabe,4
D07.05.000.000,Luftabgabe,5
D07.05.000.001,Bauteil,5
D07.05.000.002,Regulierung,5
D07.05.000.003,Steuerung,5
D07.05.000.004,Befestigung,5
D07.05.000.005,Dämmung,5
D07.05.000.006,Beschichtung,5
D07.05.000.007,Funktionsprüfung,5
D07.05.001,Luftabgebendes Bauteil,4
D07.05.001.001,Bauteil,5
D07.05.001.002,Regulierung,5
D07.05.001.003,Steuerung,5
D07.05.001.004,Befestigung,5
D07.05.001.005,Dämmung,5
D07.05.001.006,Beschichtung,5
D07.05.001.007,Funktionsprüfung,5
D07.06,Luft: Investitionsanteil,3
D07.06.000,Luft: Investitionsanteil,4
D07.06.000.000,Luft: Investitionsanteil,5
D08,Wassertechnische Anlage,2
D08.01,Wasserversorgung,3
D08.01.000,Wasserversorgung,4
D08.01.000.000,Wasserversorgung,5
D08.01.001,Grundleitung,4
D08.02,Wasserbehandlung,3
D08.02.000,Wasserbehandlung,4
D08.02.000.000,Wasserbehandlung,5
D08.02.000.001,Anlage,5
D08.02.000.002,Ionenaustauscher,5
D08.02.001,Trinkwasseraufbereitungsanlage,4
D08.02.001.001,Anlage,5
D08.02.002,Brauchwasseraufbereitungsanlage,4
D08.02.002.001,Anlage,5
D08.02.002.002,Ionenaustauscher,5
D08.03,Wasserspeicher,3
D08.03.000,Wasserspeicher,4
D08.03.000.000,Wasserspeicher,5
D08.03.001,Frischwasserstation,4
D08.03.002,Wassertank zu Versorgung,4
D08.04,Wasserverteilung,3
D08.04.000,Wasserverteilung,4
D08.04.000.000,Wasserverteilung,5
D08.04.000.001,Leitung,5
D08.04.000.002,Ventil,5
D08.04.000.003,Dämmband,5
D08.04.000.004,Messgerät,5
D08.04.000.005,Dämmung,5
D08.04.000.006,Beschichtung,5
D08.04.001,Steigleitung Kaltwasser,4
D08.04.001.001,Leitung,5
D08.04.001.002,Ventil,5
D08.04.001.003,Dämmband,5
D08.04.001.004,Messgerät,5
D08.04.001.005,Dämmung,5
D08.04.001.006,Beschichtung,5
D08.04.002,Steigleitung Warmwasser,4
D08.04.002.001,Leitung,5
D08.04.002.002,Ventil,5
D08.04.002.003,Dämmband,5
D08.04.002.004,Messgerät,5
D08.04.002.005,Dämmung,5
D08.04.002.006,Beschichtung,5
D08.04.003,Apparateleitung Kaltwasser,4
D08.04.003.001,Leitung,5
D08.04.003.002,Ventil,5
D08.04.003.003,Dämmband,5
D08.04.003.004,Messgerät,5
D08.04.003.005,Dämmung,5
D08.04.003.006,Beschichtung,5
D08.04.004,Apparateleitung Warmwasser,4
D08.04.004.001,Leitung,5
D08.04.004.002,Ventil,5
D08.04.004.003,Dämmband,5
D08.04.004.004,Messgerät,5
D08.04.004.005,Dämmung,5
D08.04.004.006,Beschichtung,5
D08.05,"Wasser: Armatur, Apparat",3
D08.05.000,"Wasser: Armatur, Apparat",4
D08.05.000.000,"Wasser: Armatur, Apparat",5
D08.05.000.001,Waschtisch,5
D08.05.000.002,Waschbecken,5
D08.05.000.003,Spültisch,5
D08.05.000.004,Ausgussbecken,5
D08.05.000.005,Waschanlage,5
D08.05.000.006,Brauseanlage,5
D08.05.000.007,Badewanne,5
D08.05.000.008,Dusche,5
D08.05.000.009,Klosett,5
D08.05.000.010,Urinal,5
D08.05.001,Armatur,4
D08.05.001.001,Waschtisch,5
D08.05.001.002,Waschbecken,5
D08.05.001.003,Spültisch,5
D08.05.001.004,Ausgussbecken,5
D08.05.001.005,Waschanlage,5
D08.05.001.006,Brauseanlage,5
D08.05.001.007,Badewanne,5
D08.05.001.008,Dusche,5
D08.05.001.009,Klosett,5
D08.05.001.010,Urinal,5
D08.05.002,Apparat,4
D08.05.002.001,Waschtisch,5
D08.05.002.002,Waschbecken,5
D08.05.002.003,Spültisch,5
D08.05.002.004,Ausgussbecken,5
D08.05.002.005,Waschanlage,5
D08.05.002.006,Brauseanlage,5
D08.05.002.007,Badewanne,5
D08.05.002.008,Dusche,5
D08.05.002.009,Klosett,5
D08.05.002.010,Urinal,5
D08.06,Wasser: Installationselement,3
D08.06.000,Wasser: Installationselement,4
D08.06.000.000,Wasser: Installationselement,5
D08.06.001,Selbsttragendes Vorwandelement,4
D08.06.002,Vormontiertes Vorwandelement,4
D09,Abwassertechnische Anlage,2
D09.01,Abwasserentsorgung,3
D09.01.000,Abwasserentsorgung,4
D09.01.000.000,Abwasserentsorgung,5
D09.01.001,Grundleitung Abwasser,4
D09.02,Abwasserbehandlung,3
D09.02.000,Abwasserbehandlung,4
D09.02.000.000,Abwasserbehandlung,5
D09.02.000.001,Anlage,5
D09.02.000.002,Abscheider,5
D09.02.001,Abwasseraufbereitungsanlage,4
D09.02.001.001,Anlage,5
D09.02.001.002,Abscheider,5
D09.03,Abwasserspeicher,3
D09.03.000,Abwasserspeicher,4
D09.03.000.000,Abwasserspeicher,5
D09.03.001,Wassertank zu Entsorgung,4
D09.03.002,Retention,4
D09.04,Abwassersammlung,3
D09.04.000,Abwassersammlung,4
D09.04.000.000,Abwassersammlung,5
D09.04.000.001,Bestandteil,5
D09.04.000.002,Anschluss,5
D09.04.000.003,Entlüftung,5
D09.04.000.004,Dämmung,5
D09.04.000.005,Beschichtung,5
D09.04.001,Fallleitung,4
D09.04.001.001,Bestandteil,5
D09.04.001.002,Anschluss,5
D09.04.001.003,Entlüftung,5
D09.04.001.004,Dämmung,5
D09.04.001.005,Beschichtung,5
D09.04.002,Sammelleitung,4
D09.04.002.001,Bestandteil,5
D09.04.002.002,Anschluss,5
D09.04.002.004,Dämmung,5
D09.04.002.005,Beschichtung,5
D09.04.003,Grundleitung,4
D09.04.003.001,Bestandteil,5
D09.04.003.002,Anschluss,5
D09.04.003.004,Dämmung,5
D09.04.003.005,Beschichtung,5
D09.04.004,Einlauf,4
D09.04.004.001,Bestandteil,5
D09.04.004.002,Anschluss,5
D09.04.004.004,Dämmung,5
D09.04.004.005,Beschichtung,5
D09.05,"Abwasser: Armatur, Apparat",3
D09.05.000,"Abwasser: Armatur, Apparat",4
D09.05.000.000,"Abwasser: Armatur, Apparat",5
D09.05.000.001,Bodenablauf,5
D09.05.000.002,Pumpe,5
D09.05.001,Armatur,4
D09.05.001.001,Bodenablauf,5
D09.05.001.002,Pumpe,5
D09.05.002,Apparat,4
D09.05.002.001,Bodenablauf,5
D09.05.002.002,Pumpe,5
D10,Gastechnische Anlage,2
D10.01,Gasversorgung,3
D10.01.000,Gasversorgung,4
D10.01.000.000,Gasversorgung,5
D10.01.001,Hausanschluss Gasleitung bis Verteilung,4
D10.02,Gasbehandlung,3
D10.02.000,Gasbehandlung,4
D10.02.000.000,Gasbehandlung,5
D10.02.001,Aufbereitungsanlage für Brenngas,4
D10.03,Gasspeicherung,3
D10.03.000,Gasspeicherung,4
D10.03.000.000,Gasspeicherung,5
D10.03.001,Tank zur Speicherung von Brenngas,4
D10.04,Gasverteilung,3
D10.04.000,Gasverteilung,4
D10.04.000.000,Gasverteilung,5
D10.04.001,Leitung zur Verteilung von Brenngas,4
D10.05,"Gas: Armatur, Apparat",3
D10.05.000,"Gas: Armatur, Apparat",4
D10.05.000.000,"Gas: Armatur, Apparat",5
D10.05.000.001,Gasheizung,5
D10.05.000.002,Gasherd,5
D10.05.000.003,Brenngasanschluss,5
D10.05.001,Armatur,4
D10.05.001.001,Gasheizung,5
D10.05.001.002,Gasherd,5
D10.05.001.003,Brenngasanschluss,5
D10.05.002,Apparat,4
D10.05.002.001,Gasheizung,5
D10.05.002.002,Gasherd,5
D10.05.002.003,Brenngasanschluss,5
D11,Anlage für Spezialmedien,2
D11.01,"Spezialmedien: Versorgung, Entsorgung",3
D11.01.000,"Spezialmedien: Versorgung, Entsorgung",4
D11.01.000.000,"Spezialmedien: Versorgung, Entsorgung",5
D11.01.000.001,Sauerstoff,5
D11.01.000.002,CO2,5
D11.01.000.003,Narkosegas,5
D11.01.001,Spezialmedien: Versorgung,4
D11.01.001.001,Sauerstoff,5
D11.01.001.002,CO2,5
D11.01.001.003,Narkosegas,5
D11.01.002,Spezialmedien: Entsorgung,4
D11.01.002.001,Sauerstoff,5
D11.01.002.002,CO2,5
D11.01.002.003,Narkosegas,5
D11.02,Spezialmedien: Aufbereitung,3
D11.02.000,Spezialmedien: Aufbereitung,4
D11.02.000.000,Spezialmedien: Aufbereitung,5
D11.02.001,Spezialmedien: Aufbereitung,4
D11.03,Spezialmedien: Speicherung,3
D11.03.000,Spezialmedien: Speicherung,4
D11.03.000.000,Spezialmedien: Speicherung,5
D11.03.001,Tanks,4
D11.03.002,Behälter für Spezialgas,4
D11.03.003,Behälter für Flüssigkeiten,4
D11.04,Spezialmedien: Verteilung,3
D11.04.000,Spezialmedien: Verteilung,4
D11.04.000.000,Spezialmedien: Verteilung,5
D11.04.001,Leitung zu Verteilung Spezialmedien,4
D11.05,"Spezialmedien: Armatur, Apparat",3
D11.05.000,"Spezialmedien: Armatur, Apparat",4
D11.05.000.000,"Spezialmedien: Armatur, Apparat",5
D11.05.000.001,Armatur,5
D11.05.000.002,Apparat,5
D11.05.001,Entnahme Medium,4
D11.05.001.001,Armatur,5
D11.05.001.002,Apparat,5
D11.05.002,Abgabe Medium,4
D11.05.002.001,Armatur,5
D11.05.002.002,Apparat,5
D12,Beförderungsanlage,2
D12.01,Personenaufzug,3
D12.01.000,Personenaufzug,4
D12.01.000.000,Personenaufzug,5
D12.01.000.001,Aufzug,5
D12.01.000.002,Antrieb,5
D12.01.000.003,Steuerung,5
D12.01.000.004,Regelung,5
D12.01.000.005,Kabinenbeleuchtung,5
D12.01.000.006,Kabinenbelüftung,5
D12.01.000.007,Kabinenausstattung,5
D12.01.001,Personenaufzug,4
D12.01.001.001,Aufzug,5
D12.01.001.002,Antrieb,5
D12.01.001.003,Steuerung,5
D12.01.001.004,Regelung,5
D12.01.001.005,Kabinenbeleuchtung,5
D12.01.001.006,Kabinenbelüftung,5
D12.01.001.007,Kabinenausstattung,5
D12.02,Lasten- und Serviceaufzug,3
D12.02.000,Lastenaufzug,4
D12.02.000.000,Lastenaufzug,5
D12.02.000.001,Aufzug,5
D12.02.000.002,Antrieb,5
D12.02.000.003,Steuerung,5
D12.02.000.004,Regelung,5
D12.02.000.005,Kabinenbeleuchtung,5
D12.02.000.006,Kabinenausstattung,5
D12.02.000.007,Kabinenbelüftung,5
D12.02.001,Behälteraufzug,4
D12.02.001.001,Aufzug,5
D12.02.001.002,Antrieb,5
D12.02.001.003,Steuerung,5
D12.02.001.004,Regelung,5
D12.02.001.005,Kabinenbeleuchtung,5
D12.02.001.006,Kabinenausstattung,5
D12.02.002,Güteraufzug,4
D12.02.002.001,Aufzug,5
D12.02.002.002,Antrieb,5
D12.02.002.003,Steuerung,5
D12.02.002.004,Regelung,5
D12.02.002.005,Kabinenbeleuchtung,5
D12.02.002.006,Kabinenausstattung,5
D12.02.003,Kleingüteraufzug,4
D12.02.003.001,Aufzug,5
D12.02.003.002,Antrieb,5
D12.02.003.003,Steuerung,5
D12.02.003.004,Regelung,5
D12.02.003.005,Kabinenbeleuchtung,5
D12.02.003.006,Kabinenausstattung,5
D12.02.004,Lagerhausaufzug,4
D12.02.004.001,Aufzug,5
D12.02.004.002,Antrieb,5
D12.02.004.003,Steuerung,5
D12.02.004.004,Regelung,5
D12.02.004.005,Kabinenbeleuchtung,5
D12.02.004.006,Kabinenausstattung,5
D12.02.005,Aufzug für Kehrichtcontainer,4
D12.02.005.001,Aufzug,5
D12.02.005.002,Antrieb,5
D12.02.005.003,Steuerung,5
D12.02.005.004,Regelung,5
D12.02.005.005,Kabinenbeleuchtung,5
D12.02.005.006,Kabinenausstattung,5
D12.02.006,Palettenaufzug,4
D12.02.006.001,Aufzug,5
D12.02.006.002,Antrieb,5
D12.02.006.003,Steuerung,5
D12.02.006.004,Regelung,5
D12.02.006.005,Kabinenbeleuchtung,5
D12.02.006.006,Kabinenausstattung,5
D12.02.007,Bettenaufzug,4
D12.02.007.001,Aufzug,5
D12.02.007.002,Antrieb,5
D12.02.007.003,Steuerung,5
D12.02.007.004,Regelung,5
D12.02.007.005,Kabinenbeleuchtung,5
D12.02.007.006,Kabinenausstattung,5
D12.02.007.007,Kabinenbelüftung,5
D12.03,Spezialaufzug,3
D12.03.000,Spezialaufzug,4
D12.03.000.000,Spezialaufzug,5
D12.03.000.001,Anlage,5
D12.03.000.002,Antrieb,5
D12.03.000.003,Steuerung,5
D12.03.000.004,Regelung,5
D12.03.001,Spezialaufzug,4
D12.03.001.001,Anlage,5
D12.03.001.002,Antrieb,5
D12.03.001.003,Steuerung,5
D12.03.001.004,Regelung,5
D12.03.002,Fassadenbefahranlage,4
D12.03.002.001,Anlage,5
D12.03.002.002,Antrieb,5
D12.03.002.003,Steuerung,5
D12.03.002.004,Regelung,5
D12.04,Fahrtreppe,3
D12.04.000,Fahrtreppe,4
D12.04.000.000,Fahrtreppe,5
D12.04.000.001,Element,5
D12.04.000.002,Antrieb,5
D12.04.000.003,Steuerung,5
D12.04.000.004,Regelung,5
D12.04.001,Fahrtreppe,4
D12.04.001.001,Element,5
D12.04.001.002,Antrieb,5
D12.04.001.003,Steuerung,5
D12.04.001.004,Regelung,5
D12.05,Fahrsteig,3
D12.05.000,Fahrsteig,4
D12.05.000.000,Fahrsteig,5
D12.05.000.001,Element,5
D12.05.000.002,Antrieb,5
D12.05.000.003,Steuerung,5
D12.05.000.004,Regelung,5
D12.05.001,Horizontaler Fahrsteig,4
D12.05.001.001,Element,5
D12.05.001.002,Antrieb,5
D12.05.001.003,Steuerung,5
D12.05.001.004,Regelung,5
D12.05.002,Geneigter Fahrsteig,4
D12.05.002.001,Element,5
D12.05.002.002,Antrieb,5
D12.05.002.003,Steuerung,5
D12.05.002.004,Regelung,5
D12.06,"Hebeeinrichtung, Verladestation",3
D12.06.000,"Hebeeinrichtung, Verladestation",4
D12.06.000.000,"Hebeeinrichtung, Verladestation",5
D12.06.000.001,Anlage,5
D12.06.000.002,Antrieb,5
D12.06.000.003,Steuerung,5
D12.06.000.004,Regelung,5
D12.06.001,Hubtisch,4
D12.06.001.001,Anlage,5
D12.06.001.002,Antrieb,5
D12.06.001.003,Steuerung,5
D12.06.001.004,Regelung,5
D12.06.002,Verladestation,4
D12.06.002.001,Anlage,5
D12.06.002.002,Antrieb,5
D12.06.002.003,Steuerung,5
D12.06.002.004,Regelung,5
D12.06.003,Dachbefahranlage,4
D12.06.003.001,Anlage,5
D12.06.003.002,Antrieb,5
D12.06.003.003,Steuerung,5
D12.06.003.004,Regelung,5
D12.06.004,Schrägaufzug,4
D12.06.004.001,Anlage,5
D12.06.004.002,Antrieb,5
D12.06.004.003,Steuerung,5
D12.06.004.004,Regelung,5
E,Äussere Wandbekleidung Gebäude,1
E01,Äussere Wandbekleidung unter Terrain,2
E01.01,Wandabdichtung unter Terrain,3
E01.01.000,Wandabdichtung unter Terrain,4
E01.01.000.000,Wandabdichtung unter Terrain,5
E01.01.000.001,Abdichtung,5
E01.01.000.002,Beschichtung,5
E01.01.000.003,Voranstrich,5
E01.01.000.004,Bewehrung,5
E01.01.001,Polymerbitumen-Dichtungsbahn,4
E01.01.001.001,Abdichtung,5
E01.01.001.003,Voranstrich,5
E01.01.002,Polymerbitumen-Beschichtung,4
E01.01.002.001,Abdichtung,5
E01.01.002.002,Beschichtung,5
E01.01.002.003,Voranstrich,5
E01.01.003,Kunststoff-Dichtungsbahn,4
E01.01.003.001,Abdichtung,5
E01.01.003.003,Voranstrich,5
E01.01.004,Flüssigkunststoff-Abdichtung,4
E01.01.004.001,Abdichtung,5
E01.01.004.003,Voranstrich,5
E01.01.005,Wasserdichter Mörtel,4
E01.01.005.001,Abdichtung,5
E01.01.005.004,Bewehrung,5
E01.02,Aussenwärmedämmung unter Terrain,3
E01.02.000,Aussenwärmedämmung unter Terrain,4
E01.02.000.000,Aussenwärmedämmung unter Terrain,5
E01.02.001,Dämmung,4
E01.02.002,Wärmedämmputz,4
E01.02.003,Dichtungsputz,4
E01.03,Schutzschicht unter Terrain,3
E01.03.000,Schutzschicht unter Terrain,4
E01.03.000.000,Schutzschicht unter Terrain,5
E01.03.001,Schutzmatte,4
E01.03.002,Schutzplatte,4
E01.03.003,Vlies,4
E02,Äussere Wandbekleidung über Terrain,2
E02.01,Äussere Beschichtung,3
E02.01.000,Äussere Beschichtung,4
E02.01.000.000,Äussere Beschichtung,5
E02.01.000.001,Beschichtung,5
E02.01.000.002,Grundierung,5
E02.01.000.003,Anstrich,5
E02.01.000.004,Haftschicht,5
E02.01.000.005,Grundputz,5
E02.01.000.006,Deckputz,5
E02.01.000.007,Reinigung,5
E02.01.000.008,Spachtelung,5
E02.01.001,Aussenputz,4
E02.01.001.001,Beschichtung,5
E02.01.001.002,Grundierung,5
E02.01.001.003,Anstrich,5
E02.01.001.004,Haftschicht,5
E02.01.001.005,Grundputz,5
E02.01.001.006,Deckputz,5
E02.01.001.007,Reinigung,5
E02.01.001.008,Spachtelung,5
E02.01.002,Beschichtung,4
E02.01.002.001,Beschichtung,5
E02.01.002.002,Grundierung,5
E02.01.002.003,Anstrich,5
E02.01.002.004,Haftschicht,5
E02.01.002.005,Grundputz,5
E02.01.002.006,Deckputz,5
E02.01.002.007,Reinigung,5
E02.01.002.008,Spachtelung,5
E02.01.003,Anstrich,4
E02.01.003.001,Beschichtung,5
E02.01.003.002,Grundierung,5
E02.01.003.003,Anstrich,5
E02.01.003.004,Haftschicht,5
E02.01.003.005,Grundputz,5
E02.01.003.006,Deckputz,5
E02.01.003.007,Reinigung,5
E02.01.003.008,Spachtelung,5
E02.02,Aussenwärmedämmsystem,3
E02.02.000,Aussenwärmedämmsystem,4
E02.02.000.000,Aussenwärmedämmsystem,5
E02.02.000.001,Wärmedämmung,5
E02.02.000.002,Grundputz,5
E02.02.000.003,Deckputz,5
E02.02.000.004,Beschichtung,5
E02.02.000.005,Anstrich,5
E02.02.000.006,Deckschicht,5
E02.02.001,EPS,4
E02.02.001.001,Wärmedämmung,5
E02.02.001.002,Grundputz,5
E02.02.001.003,Deckputz,5
E02.02.001.004,Beschichtung,5
E02.02.001.005,Anstrich,5
E02.02.001.006,Deckschicht,5
E02.02.002,XPS,4
E02.02.002.001,Wärmedämmung,5
E02.02.002.002,Grundputz,5
E02.02.002.003,Deckputz,5
E02.02.002.004,Beschichtung,5
E02.02.002.005,Anstrich,5
E02.02.002.006,Deckschicht,5
E02.02.003,Steinwolle,4
E02.02.003.001,Wärmedämmung,5
E02.02.003.002,Grundputz,5
E02.02.003.003,Deckputz,5
E02.02.003.004,Beschichtung,5
E02.02.003.005,Anstrich,5
E02.02.003.006,Deckschicht,5
E02.02.004,Glaswolle,4
E02.02.004.001,Wärmedämmung,5
E02.02.004.002,Grundputz,5
E02.02.004.003,Deckputz,5
E02.02.004.004,Beschichtung,5
E02.02.004.005,Anstrich,5
E02.02.004.006,Deckschicht,5
E02.02.005,PIR,4
E02.02.005.001,Wärmedämmung,5
E02.02.005.002,Grundputz,5
E02.02.005.003,Deckputz,5
E02.02.005.004,Beschichtung,5
E02.02.005.005,Anstrich,5
E02.02.005.006,Deckschicht,5
E02.02.006,PUR,4
E02.02.006.001,Wärmedämmung,5
E02.02.006.002,Grundputz,5
E02.02.006.003,Deckputz,5
E02.02.006.004,Beschichtung,5
E02.02.006.005,Anstrich,5
E02.02.006.006,Deckschicht,5
E02.02.007,Hochleistungswärmedämmung HLWD,4
E02.02.007.001,Wärmedämmung,5
E02.02.007.002,Grundputz,5
E02.02.007.003,Deckputz,5
E02.02.007.004,Beschichtung,5
E02.02.007.005,Anstrich,5
E02.02.007.006,Deckschicht,5
E02.03,Fassadenbekleidung,3
E02.03.000,Fassadenbekleidung,4
E02.03.000.000,Fassadenbekleidung,5
E02.03.000.001,Fassadenbekleidung,5
E02.03.000.002,Luftdichtung,5
E02.03.000.003,Winddichtung,5
E02.03.000.004,Wärmedämmung,5
E02.03.000.005,Unterkonstruktion,5
E02.03.000.006,Beschichtung,5
E02.03.000.007,Fassadenbegrünung,5
E02.03.001,Faserzement,4
E02.03.001.001,Fassadenbekleidung,5
E02.03.001.002,Luftdichtung,5
E02.03.001.003,Winddichtung,5
E02.03.001.004,Wärmedämmung,5
E02.03.001.005,Unterkonstruktion,5
E02.03.001.006,Beschichtung,5
E02.03.001.007,Fassadenbegrünung,5
E02.03.002,Holzschindel,4
E02.03.002.001,Fassadenbekleidung,5
E02.03.002.002,Luftdichtung,5
E02.03.002.003,Winddichtung,5
E02.03.002.004,Wärmedämmung,5
E02.03.002.005,Unterkonstruktion,5
E02.03.002.006,Beschichtung,5
E02.03.002.007,Fassadenbegrünung,5
E02.03.003,Zementgebundene Spanplatte,4
E02.03.003.001,Fassadenbekleidung,5
E02.03.003.002,Luftdichtung,5
E02.03.003.003,Winddichtung,5
E02.03.003.004,Wärmedämmung,5
E02.03.003.005,Unterkonstruktion,5
E02.03.003.006,Beschichtung,5
E02.03.003.007,Fassadenbegrünung,5
E02.03.004,Sperrholzplatte,4
E02.03.004.001,Fassadenbekleidung,5
E02.03.004.002,Luftdichtung,5
E02.03.004.003,Winddichtung,5
E02.03.004.004,Wärmedämmung,5
E02.03.004.005,Unterkonstruktion,5
E02.03.004.006,Beschichtung,5
E02.03.004.007,Fassadenbegrünung,5
E02.03.005,Profilierte Blechplatte,4
E02.03.005.001,Fassadenbekleidung,5
E02.03.005.002,Luftdichtung,5
E02.03.005.003,Winddichtung,5
E02.03.005.004,Wärmedämmung,5
E02.03.005.005,Unterkonstruktion,5
E02.03.005.006,Beschichtung,5
E02.03.005.007,Fassadenbegrünung,5
E02.03.006,Metallpaneel,4
E02.03.006.001,Fassadenbekleidung,5
E02.03.006.002,Luftdichtung,5
E02.03.006.003,Winddichtung,5
E02.03.006.004,Wärmedämmung,5
E02.03.006.005,Unterkonstruktion,5
E02.03.006.006,Beschichtung,5
E02.03.006.007,Fassadenbegrünung,5
E02.03.007,Metallverbundplatte,4
E02.03.007.001,Fassadenbekleidung,5
E02.03.007.002,Luftdichtung,5
E02.03.007.003,Winddichtung,5
E02.03.007.004,Wärmedämmung,5
E02.03.007.005,Unterkonstruktion,5
E02.03.007.006,Beschichtung,5
E02.03.007.007,Fassadenbegrünung,5
