Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b4;Raeume;;;;95.930000000000007;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b5;Raeume;;;;47.399999999999999;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b6;Raeume;;;;46.590000000000003;m2;01 - Entry Level;;;;
racadvancedsampleproject;50383581-0df4-4a83-bafb-ea6cc3265f8b-0002b4b7;Raeume;;;;18.930000000000000;m2;01 - Entry Level;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347ae;Raeume;;;;19.180000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347b6;Raeume;;;;30.370000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347b8;Raeume;;;;31.320000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347ba;Raeume;;;;47.380000000000003;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347c1;Raeume;;;;31.180000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347cb;Raeume;;;;132.86000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-000347cd;Raeume;;;;13.119999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034839;Raeume;;;;13.690000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003483b;Raeume;;;;38.490000000000002;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003483d;Raeume;;;;7.0800000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003483f;Raeume;;;;282.31999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034841;Raeume;;;;18.920000000000002;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003484e;Raeume;;;;91.819999999999993;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034850;Raeume;;;;120.81999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034852;Raeume;;;;15.880000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034854;Raeume;;;;40.909999999999997;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034862;Raeume;;;;55.100000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034864;Raeume;;;;130.59999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003487f;Raeume;;;;34.420000000000002;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034881;Raeume;;;;6.8200000000000003;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034883;Raeume;;;;7.0999999999999996;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034885;Raeume;;;;5.2100000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034887;Raeume;;;;12.300000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034889;Raeume;;;;40.359999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003488b;Raeume;;;;14.800000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-00034898;Raeume;;;;25.460000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003489a;Raeume;;;;5.5800000000000001;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003489c;Raeume;;;;18.920000000000002;m2;02 - Floor;;;;
racadvancedsampleproject;a79add17-780f-499e-a863-104a9aa9c91e-0003489e;Raeume;;;;112.56999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;e29811d8-f362-4144-bef4-40532c4f577a-000348c9;Raeume;;;;19.210000000000001;m2;03 - Floor;;;;
racadvancedsampleproject;e29811d8-f362-4144-bef4-40532c4f577a-000348cf;Raeume;;;;78.900000000000006;m2;03 - Floor;;;;
racadvancedsampleproject;e29811d8-f362-4144-bef4-40532c4f577a-000348d1;Raeume;;;;63.630000000000003;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d49;Raeume;;;;47.399999999999999;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5d;Raeume;;;;63.630000000000003;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5f;Raeume;;;;72.150000000000006;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d61;Raeume;;;;13.119999999999999;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d63;Raeume;;;;13.690000000000000;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65;Raeume;;;;38.490000000000002;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d67;Raeume;;;;7.0099999999999998;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d71;Raeume;;;;18.940000000000001;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d76;Raeume;;;;75.739999999999995;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d78;Raeume;;;;79.709999999999994;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7a;Raeume;;;;47.969999999999999;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7c;Raeume;;;;6.9000000000000004;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7e;Raeume;;;;15.910000000000000;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87;Raeume;;;;319.32999999999998;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d89;Raeume;;;;44.159999999999997;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8b;Raeume;;;;52.520000000000003;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d;Raeume;;;;129.5;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f;Raeume;;;;58.240000000000002;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d91;Raeume;;;;5.5999999999999996;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d93;Raeume;;;;50.119999999999997;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e;Raeume;;;;59.869999999999997;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034da0;Raeume;;;;5.5800000000000001;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034da2;Raeume;;;;18.899999999999999;m2;03 - Floor;;;;
racadvancedsampleproject;7a4f2d19-b926-444c-8a52-5eac052b5192-00034da4;Raeume;;;;52.180000000000000;m2;03 - Floor;;;;
racadvancedsampleproject;4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d2;Raeume;;;;31.180000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d3;Raeume;;;;31.320000000000000;m2;02 - Floor;;;;
racadvancedsampleproject;4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d4;Raeume;;;;47.399999999999999;m2;02 - Floor;;;;
racadvancedsampleproject;4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d5;Raeume;;;;72.150000000000006;m2;02 - Floor;;;;
